"country" "District" "year" "n" "Locus" "freq" "nobs" "min_year" "adj_year" "wt_med" "lrsmed"
"55" "Myanmar" "Kayin" 2016 422 "C580Y" 0.0212011828364766 2 2016 0 NA -3.83226914881709
"56" "Myanmar" "Kayin" 2017 272 "C580Y" 0.0357428058279787 2 2016 1 NA -3.29500904465127
"57" "Myanmar" "Rakhine" 2017 19 "C580Y" 0.0755334138486312 1 2017 0 NA -2.50464178167547
"58" "Myanmar" "Tanintharyi" 2011 51 "C580Y" 0.292184440963185 1 2011 0 NA -0.88479829992274
"59" "Thailand" "Ranong" 2011 10 "C580Y" 0.859110334110334 2 2011 0 NA 1.80792028593203
"60" "Thailand" "Ranong" 2012 17 "C580Y" 0.0649995431147391 2 2011 1 NA -2.66616677706899
"61" "Thailand" "Sisakhet" 2011 5 "C580Y" 1 6 2011 0 NA NA
"62" "Thailand" "Sisakhet" 2012 19 "C580Y" 0.658100606960516 6 2011 1 4.10526315789474 0.65484129636763
"63" "Thailand" "Sisakhet" 2013 4 "C580Y" 0.397426981919332 6 2011 2 1 -0.416197625920795
"64" "Thailand" "Sisakhet" 2015 47 "C580Y" 0.994249763084385 6 2011 4 0.49468085106383 5.15274738912594
"65" "Thailand" "Sisakhet" 2016 11 "C580Y" 0.959154450617352 6 2011 5 0.477272727272727 3.15625425061048
"66" "Thailand" "Sisakhet" 2017 26 "C580Y" 0.945431032251921 6 2011 6 0.961538461538461 2.85217557737537
"67" "Thailand" "Tak" 2001 37 "C580Y" 0 5 2011 -10 NA NA
"68" "Thailand" "Tak" 2002 52 "C580Y" 0 5 2011 -9 NA NA
"69" "Thailand" "Tak" 2003 85 "C580Y" 0 5 2011 -8 NA NA
"70" "Thailand" "Tak" 2004 79 "C580Y" 0 5 2011 -7 NA NA
"71" "Thailand" "Tak" 2005 50 "C580Y" 0 5 2011 -6 NA NA
"72" "Thailand" "Tak" 2006 2 "C580Y" 0 5 2011 -5 NA NA
"73" "Thailand" "Tak" 2007 29 "C580Y" 0 5 2011 -4 NA NA
"74" "Thailand" "Tak" 2008 308 "C580Y" 0 5 2011 -3 NA NA
"75" "Thailand" "Tak" 2009 16 "C580Y" 0 5 2011 -2 NA NA
"76" "Thailand" "Tak" 2010 16 "C580Y" 0 5 2011 -1 NA NA
"77" "Thailand" "Tak" 2011 54 "C580Y" 0.14389582051973 5 2011 0 6.81481481481482 -1.7833025046033
"78" "Thailand" "Tak" 2012 95 "C580Y" 0.324067440072078 5 2011 1 20.8842105263158 -0.735141665142956
"79" "Thailand" "Tak" 2013 115 "C580Y" 0.571711873612098 5 2011 2 28.1217391304348 0.288838985425701
"80" "Thailand" "Tak" 2014 7 "C580Y" 0.714285714285714 5 2011 3 1.42857142857143 0.916290731874155
"81" "Thailand" "Tak" 2015 10 "C580Y" 0.333333333333333 5 2011 4 2.1 -0.693147180559945
"82" "Thailand" "Tak" 2016 2 "C580Y" 0 5 2011 5 NA NA
"83" "Vietnam" "Binh Phuoc" 2005 12 "C580Y" 0 8 2010 -5 NA NA
"84" "Vietnam" "Binh Phuoc" 2009 18 "C580Y" 0 8 2010 -1 NA NA
"85" "Vietnam" "Binh Phuoc" 2010 97 "C580Y" 0.0286590244513977 8 2010 0 2.90721649484536 -3.52320918267422
"86" "Vietnam" "Binh Phuoc" 2011 122 "C580Y" 0.103125544506231 8 2010 1 11.6147540983607 -2.16296876713151
"87" "Vietnam" "Binh Phuoc" 2012 31 "C580Y" 0.0461204680648898 8 2010 2 0.967741935483871 -3.02928054247933
"88" "Vietnam" "Binh Phuoc" 2013 16 "C580Y" 0 8 2010 3 NA NA
"89" "Vietnam" "Binh Phuoc" 2014 8 "C580Y" 0.805555555555556 8 2010 4 1.5 1.42138568093116
"90" "Vietnam" "Binh Phuoc" 2015 48 "C580Y" 0.897652556138041 8 2010 5 4.47916666666667 2.17140974758623
"91" "Vietnam" "Binh Phuoc" 2016 68 "C580Y" 0.875551836520803 8 2010 6 7.05882352941176 1.9509650862711
"92" "Vietnam" "Binh Phuoc" 2017 87 "C580Y" 0.911570160394671 8 2010 7 7.26436781609195 2.33295909883143
"93" "Vietnam" "Binh Phuoc" 2018 235 "C580Y" 0.961441564337595 8 2010 8 8.65531914893617 3.21625888766363
"94" "Vietnam" "Dak Lak" 2017 97 "C580Y" 0.991358011846549 2 2017 0 NA 4.74244306560787
"95" "Vietnam" "Dak Lak" 2018 15 "C580Y" 0.999018447018447 2 2017 1 NA 6.92539253049805
"96" "Vietnam" "Dak Nong" 2017 47 "C580Y" 0.956630689383653 2 2017 0 NA 3.09366535014498
"97" "Vietnam" "Dak Nong" 2018 26 "C580Y" 0.999413781852026 2 2017 1 NA 7.44123218145364
"98" "Vietnam" "Gia Lai" 2015 37 "C580Y" 0.610098140391347 4 2015 0 8.7027027027027 0.447724764686637
"99" "Vietnam" "Gia Lai" 2016 5 "C580Y" 0.75 4 2015 1 0.8 1.09861228866811
"100" "Vietnam" "Gia Lai" 2017 200 "C580Y" 0.611939470109546 4 2015 2 47.58 0.455472040243056
"101" "Vietnam" "Gia Lai" 2018 116 "C580Y" 0.84894108303938 4 2015 3 15.2068965517241 1.7263198489278
"102" "Vietnam" "Khanh Hoa" 2011 5 "C580Y" 0 2 2014 -3 NA NA
"103" "Vietnam" "Khanh Hoa" 2014 32 "C580Y" 0.324074074074074 2 2014 0 NA -0.735111379658978
"104" "Vietnam" "Khanh Hoa" 2017 22 "C580Y" 0.17816742081448 2 2014 3 NA -1.52881302474465
"105" "Vietnam" "Quang Tri" 2010 15 "C580Y" 0 1 2017 -7 NA NA
"106" "Vietnam" "Quang Tri" 2017 25 "C580Y" 0.340404271548436 1 2017 0 NA -0.661493169461397
"107" "Cambodia" "Battambang" 2008 25 "K13" 0.65765455304929 2 2008 0 NA 0.652859492021666
"108" "Cambodia" "Battambang" 2009 40 "K13" 0.810647997394985 2 2008 1 NA 1.45422619412352
"109" "Cambodia" "Pailin" 2007 3 "K13" 0.666374012291484 9 2007 0 0.666666666666667 0.691830524675198
"110" "Cambodia" "Pailin" 2008 34 "K13" 0.841980073399435 9 2007 1 4.26470588235294 1.673035205366
"111" "Cambodia" "Pailin" 2009 16 "K13" 0.783740682477389 9 2007 2 2.4375 1.28759997179682
"112" "Cambodia" "Pailin" 2010 10 "K13" 0.996643394199785 9 2007 3 0.475 5.69346274224935
"113" "Cambodia" "Pailin" 2011 50 "K13" 0.913221858711024 9 2007 4 3.68 2.35362408927464
"114" "Cambodia" "Pailin" 2012 41 "K13" 0.866432832766005 9 2007 5 4.39024390243902 1.86978011392627
"115" "Cambodia" "Pailin" 2015 47 "K13" 0.914216330841011 9 2007 8 3.65957446808511 2.36623857703478
"116" "Cambodia" "Pailin" 2016 58 "K13" 0.804247973603467 9 2007 9 8.91379310344828 1.41305895972654
"117" "Cambodia" "Pailin" 2017 26 "K13" 0.848307090949244 9 2007 10 3.38461538461539 1.72138456376628
"118" "Cambodia" "Preah Vihear" 2011 79 "K13" 0.251119764767724 6 2011 0 14.9367088607595 -1.09264909537483
"119" "Cambodia" "Preah Vihear" 2012 78 "K13" 0.317460317460317 6 2011 1 16.9871794871795 -0.765467842139572
"120" "Cambodia" "Preah Vihear" 2013 28 "K13" 0.444444444444444 6 2011 2 6.85714285714286 -0.22314355131421
"121" "Cambodia" "Preah Vihear" 2014 12 "K13" 0.909090909090909 6 2011 3 0.916666666666667 2.30258509299405
"122" "Cambodia" "Preah Vihear" 2015 4 "K13" 0.666666666666667 6 2011 4 0.75 0.693147180559945
"123" "Cambodia" "Preah Vihear" 2016 5 "K13" 0.993873462580375 6 2011 5 0.45 5.08898016510671
"124" "Cambodia" "Pursat" 2007 40 "K13" 0.420678255819183 11 2007 0 9.775 -0.319989709121767
"125" "Cambodia" "Pursat" 2009 25 "K13" 0.67387316690022 11 2007 2 5.44 0.725755549239705
"126" "Cambodia" "Pursat" 2010 152 "K13" 0.75125743181789 11 2007 3 28.5 1.10532987946578
"127" "Cambodia" "Pursat" 2011 110 "K13" 0.776075568585176 11 2007 4 19.3181818181818 1.24294126245808
"128" "Cambodia" "Pursat" 2012 85 "K13" 0.806164907049498 11 2007 5 12.9882352941176 1.42528055965608
"129" "Cambodia" "Pursat" 2013 67 "K13" 0.796474880353532 11 2007 6 11.0746268656716 1.36440615598701
"130" "Cambodia" "Pursat" 2014 37 "K13" 0.849909672114601 11 2007 7 5.02702702702703 1.7338927769793
"131" "Cambodia" "Pursat" 2015 20 "K13" 0.822112346082598 11 2007 8 3.2 1.53072486652278
"132" "Cambodia" "Pursat" 2016 92 "K13" 0.903001100914688 11 2007 9 8.11956521739131 2.23102414378786
"133" "Cambodia" "Pursat" 2017 36 "K13" 0.907643105401838 11 2007 10 2.75 2.28519088448909
"134" "Cambodia" "Pursat" 2018 3 "K13" 0.998717948717949 11 2007 11 0.416666666666667 6.65801104587075
"135" "Cambodia" "Ratanakiri" 2010 51 "K13" 0.0122388059701493 8 2010 0 0.980392156862745 -4.3908292412173
"136" "Cambodia" "Ratanakiri" 2011 93 "K13" 0.0361833288662557 8 2010 1 2.90322580645161 -3.28230261715308
"137" "Cambodia" "Ratanakiri" 2012 44 "K13" 0.05 8 2010 2 1.90909090909091 -2.94443897916644
"138" "Cambodia" "Ratanakiri" 2013 20 "K13" 0.0555555555555556 8 2010 3 0.95 -2.83321334405622
"139" "Cambodia" "Ratanakiri" 2014 29 "K13" 0.114280055456526 8 2010 4 2.68965517241379 -2.04774874832684
"140" "Cambodia" "Ratanakiri" 2016 89 "K13" 0.717830229031678 8 2010 6 17.9775280898876 0.933724176768657
"141" "Cambodia" "Ratanakiri" 2017 80 "K13" 0.857426345993025 8 2010 7 9.4875 1.79407654506363
"142" "Cambodia" "Ratanakiri" 2018 5 "K13" 0.479962039601929 8 2010 8 1.2 -0.0801947930645976
"143" "Cambodia" "Stueng Traeng" 2016 35 "K13" 0.928395496129486 2 2016 0 NA 2.56229984796307
"144" "Cambodia" "Stueng Traeng" 2017 21 "K13" 0.952380952380952 2 2016 1 NA 2.99573227355399
"145" "Laos" "Attapeu" 2011 59 "K13" 0.0169491525423729 4 2011 0 0.983050847457627 -4.06044301054642
"146" "Laos" "Attapeu" 2012 27 "K13" 0.0384615384615385 4 2011 1 0.962962962962963 -3.2188758248682
"147" "Laos" "Attapeu" 2017 67 "K13" 0.371877107350438 4 2011 6 15.6716417910448 -0.524172393147494
"148" "Laos" "Attapeu" 2018 57 "K13" 0.718373746580427 4 2011 7 11.5087719298246 0.936409122616745
"149" "Laos" "Champasak" 2017 97 "K13" 0.809651419518696 2 2017 0 NA 1.44774678338073
"150" "Laos" "Champasak" 2018 118 "K13" 0.531408119753222 2 2017 1 NA 0.125798114897499
"151" "Laos" "Salavan" 2017 102 "K13" 0.309479286536249 2 2017 0 NA -0.802554805859024
"152" "Laos" "Salavan" 2018 43 "K13" 0.28516057585825 2 2017 1 NA -0.919005490182906
"153" "Laos" "Savannakhet" 2010 45 "K13" 0 2 2017 -7 NA NA
"154" "Laos" "Savannakhet" 2017 261 "K13" 0.0269441927402591 2 2017 0 NA -3.58667364501035
"155" "Laos" "Savannakhet" 2018 133 "K13" 0.129537107187853 2 2017 1 NA -1.90505774877272
"156" "Laos" "Sekong" 2015 7 "K13" 0.705102849686443 3 2015 0 1.42857142857143 0.871717025707166
"157" "Laos" "Sekong" 2016 4 "K13" 0 3 2015 1 NA NA
"158" "Laos" "Sekong" 2017 12 "K13" 0.73910394265233 3 2015 2 2.25 1.04131648388201
"159" "Laos" "Sekong" 2018 2 "K13" 0.5 3 2015 3 0.5 0
"160" "Myanmar" "Bago" 2011 12 "K13" 0.166666666666667 2 2011 0 NA -1.6094379124341
"161" "Myanmar" "Bago" 2012 81 "K13" 0.119739768099799 2 2011 1 NA -1.99489679302722
"162" "Myanmar" "Bago" 2013 1 "K13" 0 2 2011 2 NA NA
"163" "Myanmar" "Bago" 2015 11 "K13" 0 2 2011 4 NA NA
"164" "Myanmar" "Bago" 2016 16 "K13" 0 2 2011 5 NA NA
"165" "Myanmar" "Bago" 2017 3 "K13" 0 2 2011 6 NA NA
"166" "Myanmar" "Kachin" 2013 12 "K13" 0.797103587794725 2 2013 0 NA 1.36828907838434
"167" "Myanmar" "Kachin" 2014 16 "K13" 0.539021357882579 2 2013 1 NA 0.156403482677899
"168" "Myanmar" "Kayin" 2015 1 "K13" 0 2 2016 -1 NA NA
"169" "Myanmar" "Kayin" 2016 422 "K13" 0.207507828588571 2 2016 0 NA -1.34001356026069
"170" "Myanmar" "Kayin" 2017 272 "K13" 0.186531558743739 2 2016 1 NA -1.47270669156942
"171" "Myanmar" "Mandalay" 2012 3 "K13" 0 5 2013 -1 NA NA
"172" "Myanmar" "Mandalay" 2013 56 "K13" 0.286679621117204 5 2013 0 11.4285714285714 -0.911565369236061
"173" "Myanmar" "Mandalay" 2014 18 "K13" 0.277777777777778 5 2013 1 3.61111111111111 -0.955511445027436
"174" "Myanmar" "Mandalay" 2015 16 "K13" 0.123595900368288 5 2013 2 1.75 -1.95880990958711
"175" "Myanmar" "Mandalay" 2016 21 "K13" 0.0733510030814317 5 2013 3 1.80952380952381 -2.53631866999066
"176" "Myanmar" "Mandalay" 2017 6 "K13" 0.655772882588557 5 2013 4 1.33333333333333 0.644512848877423
"177" "Myanmar" "Rakhine" 2017 19 "K13" 0.0199778582930757 1 2017 0 NA -3.89295059005176
"178" "Myanmar" "Sagaing" 2012 75 "K13" 0.275117647058824 1 2012 0 NA -0.968810556212237
"179" "Myanmar" "Shan" 2011 22 "K13" 0.0769230769230769 2 2011 0 NA -2.484906649788
"180" "Myanmar" "Shan" 2012 31 "K13" 0.25 2 2011 1 NA -1.09861228866811
"181" "Myanmar" "Tanintharyi" 2011 51 "K13" 0.391278619228339 1 2011 0 NA -0.441940772818934
"182" "Thailand" "Ranong" 2011 10 "K13" 0.886089206301972 2 2011 0 NA 2.05140199919868
"183" "Thailand" "Ranong" 2012 17 "K13" 0.153839792711836 2 2011 1 NA -1.70479695814225
"184" "Thailand" "Sisakhet" 2011 5 "K13" 1 6 2011 0 NA NA
"185" "Thailand" "Sisakhet" 2012 19 "K13" 0.942961716736145 6 2011 1 0.947368421052631 2.80530300590293
"186" "Thailand" "Sisakhet" 2013 4 "K13" 0.75 6 2011 2 0.75 1.09861228866811
"187" "Thailand" "Sisakhet" 2015 47 "K13" 0.994249763084385 6 2011 4 0.49468085106383 5.15274738912594
"188" "Thailand" "Sisakhet" 2016 11 "K13" 0.959154450617352 6 2011 5 0.477272727272727 3.15625425061048
"189" "Thailand" "Sisakhet" 2017 26 "K13" 0.945431032251921 6 2011 6 0.961538461538461 2.85217557737537
"190" "Thailand" "Tak" 2001 37 "K13" 0 12 2003 -2 NA NA
"191" "Thailand" "Tak" 2002 52 "K13" 0 12 2003 -1 NA NA
"192" "Thailand" "Tak" 2003 85 "K13" 0.0178422246091419 12 2003 0 1.95294117647059 -4.00818414565338
"193" "Thailand" "Tak" 2004 79 "K13" 0 12 2003 1 NA NA
"194" "Thailand" "Tak" 2005 50 "K13" 0.0204081632653061 12 2003 2 0.98 -3.87120101090789
"195" "Thailand" "Tak" 2006 2 "K13" 0 12 2003 3 NA NA
"196" "Thailand" "Tak" 2007 29 "K13" 0.0241379310344828 12 2003 4 0.96551724137931 -3.69953674858792
"197" "Thailand" "Tak" 2008 308 "K13" 0.0424570057117922 12 2003 5 12.4512987012987 -3.11587868912128
"198" "Thailand" "Tak" 2009 16 "K13" 0 12 2003 6 NA NA
"199" "Thailand" "Tak" 2010 16 "K13" 0.0357142857142857 12 2003 7 0.9375 -3.29583686600433
"200" "Thailand" "Tak" 2011 54 "K13" 0.296188519093876 12 2003 8 11.2592592592593 -0.865514397066922
"201" "Thailand" "Tak" 2012 95 "K13" 0.437498960881911 12 2003 9 23.4315789473684 -0.25131865073013
"202" "Thailand" "Tak" 2013 115 "K13" 0.631194184070806 12 2003 10 26.6608695652174 0.537343293975028
"203" "Thailand" "Tak" 2014 7 "K13" 0.714285714285714 12 2003 11 1.42857142857143 0.916290731874155
"204" "Thailand" "Tak" 2015 10 "K13" 0.333333333333333 12 2003 12 2.1 -0.693147180559945
"205" "Thailand" "Tak" 2016 2 "K13" 0.5 12 2003 13 0.5 0
"206" "Thailand" "Tak" 2017 1 "K13" 1 12 2003 14 NA NA
"207" "Vietnam" "Binh Phuoc" 2005 12 "K13" 0.444444444444444 10 2005 0 2.91666666666667 -0.22314355131421
"208" "Vietnam" "Binh Phuoc" 2009 18 "K13" 0.19399634009009 10 2005 4 2.5 -1.4242489899571
"209" "Vietnam" "Binh Phuoc" 2010 97 "K13" 0.229704022204022 10 2005 5 17.0103092783505 -1.20998320751275
"210" "Vietnam" "Binh Phuoc" 2011 122 "K13" 0.333818668616043 10 2005 6 27.2213114754098 -0.690963965613689
"211" "Vietnam" "Binh Phuoc" 2012 31 "K13" 0.283956639692124 10 2005 7 6.38709677419355 -0.924919174851773
"212" "Vietnam" "Binh Phuoc" 2013 16 "K13" 0 10 2005 8 NA NA
"213" "Vietnam" "Binh Phuoc" 2014 8 "K13" 0.844444444444444 10 2005 9 0.875 1.69167601067107
"214" "Vietnam" "Binh Phuoc" 2015 48 "K13" 0.855623915116496 10 2005 10 5.97916666666667 1.77940933250673
"215" "Vietnam" "Binh Phuoc" 2016 68 "K13" 0.875551836520803 10 2005 11 7.05882352941176 1.9509650862711
"216" "Vietnam" "Binh Phuoc" 2017 87 "K13" 0.912194271022103 10 2005 12 7.26436781609195 2.34072623503105
"217" "Vietnam" "Binh Phuoc" 2018 235 "K13" 0.952745912163682 10 2005 13 10.4851063829787 3.00380908392733
"218" "Vietnam" "Dak Lak" 2017 97 "K13" 0.948347259158377 2 2017 0 NA 2.91017748248682
"219" "Vietnam" "Dak Lak" 2018 15 "K13" 0.999018447018447 2 2017 1 NA 6.92539253049805
"220" "Vietnam" "Dak Nong" 2017 47 "K13" 0.956630689383653 2 2017 0 NA 3.09366535014498
"221" "Vietnam" "Dak Nong" 2018 26 "K13" 0.999413781852026 2 2017 1 NA 7.44123218145364
"222" "Vietnam" "Gia Lai" 2015 37 "K13" 0.634150527834738 4 2015 0 8.7027027027027 0.550064381296784
"223" "Vietnam" "Gia Lai" 2016 5 "K13" 0.8 4 2015 1 0.8 1.38629436111989
"224" "Vietnam" "Gia Lai" 2017 200 "K13" 0.613919370772253 4 2015 2 47.355 0.463817369902372
"225" "Vietnam" "Gia Lai" 2018 116 "K13" 0.850266161258333 4 2015 3 14.5086206896552 1.7366901217812
"226" "Vietnam" "Khanh Hoa" 2011 5 "K13" 0 2 2014 -3 NA NA
"227" "Vietnam" "Khanh Hoa" 2014 32 "K13" 0.471014492753623 2 2014 0 NA -0.116072171252754
"228" "Vietnam" "Khanh Hoa" 2017 22 "K13" 0.538730158730159 2 2014 3 NA 0.155231601663943
"229" "Vietnam" "Ninh Thuan" 2003 10 "K13" 0 1 2012 -9 NA NA
"230" "Vietnam" "Ninh Thuan" 2007 7 "K13" 0 1 2012 -5 NA NA
"231" "Vietnam" "Ninh Thuan" 2012 46 "K13" 0.05 1 2012 0 NA -2.94443897916644
"232" "Vietnam" "Ninh Thuan" 2017 21 "K13" 0 1 2012 5 NA NA
"233" "Vietnam" "Quang Nam" 2012 84 "K13" 0.853748146775389 2 2012 0 NA 1.76430608254201
"234" "Vietnam" "Quang Nam" 2013 6 "K13" 0.333333333333333 2 2012 1 NA -0.693147180559945
"235" "Vietnam" "Quang Tri" 2010 15 "K13" 0.0317460317460317 2 2010 0 NA -3.41772668361337
"236" "Vietnam" "Quang Tri" 2017 25 "K13" 0.340404271548436 2 2010 7 NA -0.661493169461397
"237" "Cambodia" "Battambang" 2008 25 "R539T" 0.267468102697026 1 2008 0 NA -1.00750656877721
"238" "Cambodia" "Battambang" 2009 40 "R539T" 0 1 2008 1 NA NA
"239" "Cambodia" "Pailin" 2007 3 "R539T" 0.499780605528741 6 2007 0 0.666666666666667 -0.000877577941358896
"240" "Cambodia" "Pailin" 2008 34 "R539T" 0.495375842149352 6 2007 1 8.5 -0.0184971587768985
"241" "Cambodia" "Pailin" 2009 16 "R539T" 0.392090127541324 6 2007 2 3.75 -0.438534904329598
"242" "Cambodia" "Pailin" 2010 10 "R539T" 0.96752403221616 6 2007 3 0.475 3.39423990109465
"243" "Cambodia" "Pailin" 2011 50 "R539T" 0.462891208440861 6 2007 4 12.42 -0.148708609841638
"244" "Cambodia" "Pailin" 2012 41 "R539T" 0.161053430592947 6 2007 5 5.80487804878049 -1.65041084381097
"245" "Cambodia" "Pailin" 2015 47 "R539T" 0 6 2007 8 NA NA
"246" "Cambodia" "Pailin" 2016 58 "R539T" 0 6 2007 9 NA NA
"247" "Cambodia" "Pailin" 2017 26 "R539T" 0 6 2007 10 NA NA
"248" "Cambodia" "Preah Vihear" 2011 79 "R539T" 0.0331056446560478 1 2011 0 NA -3.37438543832306
"249" "Cambodia" "Preah Vihear" 2012 78 "R539T" 0 1 2011 1 NA NA
"250" "Cambodia" "Preah Vihear" 2013 28 "R539T" 0 1 2011 2 NA NA
"251" "Cambodia" "Preah Vihear" 2014 12 "R539T" 0 1 2011 3 NA NA
"252" "Cambodia" "Preah Vihear" 2015 4 "R539T" 0 1 2011 4 NA NA
"253" "Cambodia" "Preah Vihear" 2016 5 "R539T" 0 1 2011 5 NA NA
"254" "Cambodia" "Pursat" 2007 40 "R539T" 0.0413033540585138 5 2007 0 1.9 -3.14463099278824
"255" "Cambodia" "Pursat" 2009 25 "R539T" 0.196093158747102 5 2007 2 4 -1.4108935473357
