"adj_year" "year" "District" "country" "min_year" "Locus" "predict" "conf.low" "conf.high" "label" "pred_y" "conf.high_prev" "conf.low_prev" "predict_prev"
"39" 8 2019 "Preah Vihear" "Cambodia" 2011 "C580Y" 1.56074570015848 -0.615739420790663 3.86547751775587 "2year" 2 97.9477099915027 35.0751072758117 82.6460330059396
"40" 9 2020 "Preah Vihear" "Cambodia" 2011 "C580Y" 1.93463405291594 -0.63600055685514 4.28965532293852 "2year" 2 98.6475762673777 34.6151177681354 87.3761452866999
"41" 10 2021 "Preah Vihear" "Cambodia" 2011 "C580Y" 2.3079074814889 -0.389027662721001 4.92200210018102 "2year" 2 99.2768148775977 40.3951393005214 90.9529819215653
"42" 11 2022 "Preah Vihear" "Cambodia" 2011 "C580Y" 2.66350506718856 -0.283883841106562 5.61203744389588 "2year" 2 99.6359682600156 42.9501858985659 93.4838505105837
"43" 12 2023 "Preah Vihear" "Cambodia" 2011 "C580Y" 3.02366383992393 -0.130465036003612 6.18666256258437 "2year" 2 99.7947541897722 46.7429926175129 95.3631803373933
"44" 0 2007 "Pursat" "Cambodia" 2007 "C580Y" -1.71535876048892 -2.93799909175208 -0.566276544510362 "2year" 2 36.2096435922925 5.03067826324646 15.2469951022648
"45" 2 2009 "Pursat" "Cambodia" 2007 "C580Y" -0.763387766393966 -1.96340597041721 0.430835627238226 "2year" 2 60.6073190836804 12.3098915917689 31.7911197777609
"46" 3 2010 "Pursat" "Cambodia" 2007 "C580Y" -0.260196495049413 -1.56770472732959 1.03319735956419 "2year" 2 73.7535300946083 17.2543847218096 43.5315405975131
"47" 4 2011 "Pursat" "Cambodia" 2007 "C580Y" 0.200036548325334 -1.25695257167144 1.65258155315777 "2year" 2 83.9239649534603 22.1498936081158 54.9843043612225
"48" 5 2012 "Pursat" "Cambodia" 2007 "C580Y" 0.706437189102302 -1.0951664435298 2.41946396194725 "2year" 2 91.8299537033386 25.0646652389577 66.9613431437737
"49" 6 2013 "Pursat" "Cambodia" 2007 "C580Y" 1.19572375230007 -0.867438088513538 3.17137288615988 "2year" 2 95.9742661839902 29.5787661969415 76.7763189444863
"50" 7 2014 "Pursat" "Cambodia" 2007 "C580Y" 1.66126156299545 -0.671226074664123 3.92399481120352 "2year" 2 98.0620976669443 33.8222356554415 84.040728019592
"51" 8 2015 "Pursat" "Cambodia" 2007 "C580Y" 2.15972964138436 -0.520761597250177 4.77498731931949 "2year" 2 99.1632416182426 37.2674164029748 89.6574481231772
"52" 9 2016 "Pursat" "Cambodia" 2007 "C580Y" 2.64748965766436 -0.282378673775871 5.52592485339999 "2year" 2 99.6033610839604 42.9870709224546 93.3856098237923
"53" 10 2017 "Pursat" "Cambodia" 2007 "C580Y" 3.13873805348371 -0.117401152887907 6.32517143546327 "2year" 2 99.8212541487376 47.0683376705279 95.8462669164412
"54" 11 2018 "Pursat" "Cambodia" 2007 "C580Y" 3.61769488722497 0.0265337175888343 7.22195256610559 "2year" 2 99.9270158137815 50.6633040242316 97.3857302454153
"55" 12 2019 "Pursat" "Cambodia" 2007 "C580Y" 4.10402854156937 0.175167373364069 8.02036746333879 "2year" 2 99.9671408791964 54.3680211539748 98.3761979522997
"56" 13 2020 "Pursat" "Cambodia" 2007 "C580Y" 4.62120701173373 0.455876530869892 8.78804501643215 "2year" 2 99.984747736561 61.2035519968416 99.0254988989053
"57" 14 2021 "Pursat" "Cambodia" 2007 "C580Y" 5.0674252894958 0.568122701410985 9.54452757045118 "2year" 2 99.9928413149984 63.8329885551979 99.3740807854951
"58" 15 2022 "Pursat" "Cambodia" 2007 "C580Y" 5.5599988570962 0.659039070493353 10.4672852530022 "2year" 2 99.9971548614662 65.9044495943941 99.6165975523384
"59" 16 2023 "Pursat" "Cambodia" 2007 "C580Y" 6.05703268243617 0.810996343062089 11.2122585523876 "2year" 2 99.9986492588996 69.2321778320556 99.766413097548
"60" 0 2010 "Ratanakiri" "Cambodia" 2010 "C580Y" -3.51134484477156 -4.79645360828852 -2.2425548249365 "2year" 2 9.59936080268499 0.819133267747978 2.8991153569371
"61" 1 2011 "Ratanakiri" "Cambodia" 2010 "C580Y" -2.97290886931915 -4.1051332904139 -1.82011101478547 "2year" 2 13.9420552601163 1.62203822637077 4.86648752812687
"62" 2 2012 "Ratanakiri" "Cambodia" 2010 "C580Y" -2.41717935069225 -3.61727940076307 -1.22653718505317 "2year" 2 22.6788073943246 2.61532776052876 8.1872030946828
"63" 3 2013 "Ratanakiri" "Cambodia" 2010 "C580Y" -1.86433003720182 -3.31459827469149 -0.442128809671032 "2year" 2 39.1233833590295 3.50737639239891 13.4199148706709
"64" 4 2014 "Ratanakiri" "Cambodia" 2010 "C580Y" -1.33554675444218 -3.25907185210249 0.522590449825144 "2year" 2 62.7753300337957 3.70022678749193 20.8243347080537
"65" 5 2015 "Ratanakiri" "Cambodia" 2010 "C580Y" -0.794522802218551 -3.17882222467235 1.55703672493157 "2year" 2 82.5927731005746 3.99705040850611 31.1198362031442
"66" 6 2016 "Ratanakiri" "Cambodia" 2010 "C580Y" -0.24104499489962 -3.02012365123133 2.5520574302787 "2year" 2 92.771161310055 4.65249889872885 44.0028844258976
"67" 7 2017 "Ratanakiri" "Cambodia" 2010 "C580Y" 0.304882387272178 -3.02599202114851 3.63363680929024 "2year" 2 97.4260120446384 4.62653573322251 57.563562094888
"68" 8 2018 "Ratanakiri" "Cambodia" 2010 "C580Y" 0.862686834726065 -2.97212630809848 4.60147112401501 "2year" 2 99.0062682325524 4.87011180081291 70.322170528293
"69" 9 2019 "Ratanakiri" "Cambodia" 2010 "C580Y" 1.3720945878006 -2.94403833612685 5.65502937661031 "2year" 2 99.6512336100226 5.00190339757494 79.7718354954068
"70" 10 2020 "Ratanakiri" "Cambodia" 2010 "C580Y" 1.91362195454627 -2.87537132679006 6.73004728631139 "2year" 2 99.8806948597414 5.33845618180409 87.1425509065307
"71" 11 2021 "Ratanakiri" "Cambodia" 2010 "C580Y" 2.46134309852634 -2.83077219346123 7.71118300647983 "2year" 2 99.9552409003897 5.56837796714629 92.1387002553244
"72" 12 2022 "Ratanakiri" "Cambodia" 2010 "C580Y" 3.00425031284282 -2.80960399903396 8.85012664330961 "2year" 2 99.9856656971081 5.68073949417614 95.2765772824246
"73" 13 2023 "Ratanakiri" "Cambodia" 2010 "C580Y" 3.53571791051435 -2.77656508994473 9.98200111407102 "2year" 2 99.9953777660486 5.86037702954773 97.1687144090595
"74" 0 2011 "Tak" "Thailand" 2011 "C580Y" -1.86602513999409 -2.97333166891012 -0.736287392059905 "2year" 2 32.3816521791942 4.86453048303378 13.4002317255177
"75" 1 2012 "Tak" "Thailand" 2011 "C580Y" -0.891201382241035 -1.96063838693165 0.198172619101262 "2year" 2 54.9381649187865 12.3397976062668 29.086196654511
"76" 2 2013 "Tak" "Thailand" 2011 "C580Y" 0.0468970896403569 -1.04848322126629 1.12794629996783 "2year" 2 75.5459696922917 25.9516470320081 51.1722124080386
"77" 3 2014 "Tak" "Thailand" 2011 "C580Y" 1.00534050883638 -0.113319923388677 2.09753013157531 "2year" 2 89.0662888799051 47.1700296669402 73.2107289825738
"78" 4 2015 "Tak" "Thailand" 2011 "C580Y" 1.97254946712731 0.762826175253276 3.126042535405 "2year" 2 95.7954283248272 68.1967012288497 87.7884687531391
"79" 5 2016 "Tak" "Thailand" 2011 "C580Y" 2.91423750640764 1.59504813474359 4.15351429151433 "2year" 2 98.4533846588013 83.1325155338851 94.8545776720734
"80" 6 2017 "Tak" "Thailand" 2011 "C580Y" 3.88470206749251 2.42406167411729 5.31643105126204 "2year" 2 99.5113745804521 91.8643819936919 97.9860004942795
"81" 7 2018 "Tak" "Thailand" 2011 "C580Y" 4.82525657367593 3.17062023152416 6.47796606004868 "2year" 2 99.8465425006851 95.9713571695299 99.2039385179556
"82" 8 2019 "Tak" "Thailand" 2011 "C580Y" 5.79370101184804 4.00011802843176 7.56301295352197 "2year" 2 99.948096130823 98.2015874620826 99.6962568632319
"83" 9 2020 "Tak" "Thailand" 2011 "C580Y" 6.75909360338724 4.69205212010999 8.77055253791185 "2year" 2 99.9844786312841 99.0915432677448 99.8841064318693
"84" 10 2021 "Tak" "Thailand" 2011 "C580Y" 7.69128352908439 5.45828320271526 9.86758179223213 "2year" 2 99.9948174778145 99.5757213428916 99.9543417073054
"85" 11 2022 "Tak" "Thailand" 2011 "C580Y" 8.64231023179375 6.22209823051356 11.0380468978195 "2year" 2 99.9983922069068 99.8018857020695 99.9823552415073
"86" 12 2023 "Tak" "Thailand" 2011 "C580Y" 9.59825176901174 7.00003825581966 12.1763404887189 "2year" 2 99.9994849133678 99.9088983626192 99.9932157357409
"87" 0 2011 "Attapeu" "Laos" 2011 "R539T" -2.4495523257908 -7.65327116699056 3.33704888191452 "2year" 2 96.5678165208649 0.0474264419904167 7.94712928973947
"88" 1 2012 "Attapeu" "Laos" 2011 "R539T" -2.3678510518604 -7.48926971039673 3.21534579362104 "2year" 2 96.1407700138998 0.0558738717146644 8.56572955268962
"89" 2 2013 "Attapeu" "Laos" 2011 "R539T" -2.17211944967855 -8.84670566625992 4.81122329122053 "2year" 2 99.1927792221908 0.0143834171212786 10.2282260194337
"90" 3 2014 "Attapeu" "Laos" 2011 "R539T" -2.07193857455637 -10.802118305403 6.36787511678591 "2year" 2 99.8287137699233 0.00203559223970727 11.1854309935385
"91" 4 2015 "Attapeu" "Laos" 2011 "R539T" -1.87985803200773 -12.9040136883568 8.84407490057477 "2year" 2 99.9855786991257 0.000248803783453147 13.2405181129119
"92" 5 2016 "Attapeu" "Laos" 2011 "R539T" -1.76917952723046 -15.507219301593 11.8272910734716 "2year" 2 99.9992697533396 1.8420446272782e-05 14.5644392409866
"93" 6 2017 "Attapeu" "Laos" 2011 "R539T" -1.59197724123231 -17.8043894665077 14.6664690741729 "2year" 2 99.9999572994738 1.85204652782518e-06 16.9105894771112
"94" 7 2018 "Attapeu" "Laos" 2011 "R539T" -1.42896307126718 -19.8591151779909 18.3111691020301 "2year" 2 99.9999988842669 2.37298974659509e-07 19.326030115754
"95" 8 2019 "Attapeu" "Laos" 2011 "R539T" -1.2597920153836 -22.8948234405882 20.4509524591043 "2year" 2 99.9999998687002 1.1399991185887e-08 22.1009697691446
"96" 9 2020 "Attapeu" "Laos" 2011 "R539T" -1.13311731090103 -25.9167750475139 22.7781712168427 "2year" 2 99.9999999871895 5.5524877379982e-10 24.3586271129974
"97" 10 2021 "Attapeu" "Laos" 2011 "R539T" -0.944580862039019 -27.8087954848275 26.9747637960834 "2year" 2 99.9999999998072 8.37131285034315e-11 27.9975959186006
"98" 11 2022 "Attapeu" "Laos" 2011 "R539T" -0.82117031260021 -30.6180714684932 29.7076262218396 "2year" 2 99.9999999999875 5.04359859085092e-12 30.5515291496694
"99" 12 2023 "Attapeu" "Laos" 2011 "R539T" -0.617229918956762 -32.8848733289386 32.6877556462077 "2year" 2 99.9999999999994 5.22734272597859e-13 35.0411724976885
"100" 0 2007 "Pailin" "Cambodia" 2007 "R539T" -1.64827296038012 -6.85091133558444 4.03324477794914 "2year" 2 98.2591669368037 0.105737139536062 16.1342500547797
"101" 1 2008 "Pailin" "Cambodia" 2007 "R539T" -1.47830661175695 -6.24363697554609 3.3041510595175 "2year" 2 96.457094226063 0.193900976308233 18.5683331843455
"102" 2 2009 "Pailin" "Cambodia" 2007 "R539T" -1.38314508785642 -6.89765288431357 3.94276405366092 "2year" 2 98.097445843494 0.100913421557462 20.050435981537
"103" 3 2010 "Pailin" "Cambodia" 2007 "R539T" -1.25827660267463 -7.63933748339053 5.14359519341464 "2year" 2 99.4197201014071 0.048091572322956 22.1270708129703
"104" 4 2011 "Pailin" "Cambodia" 2007 "R539T" -1.13910788406043 -9.45806290896169 7.3792017267626 "2year" 2 99.9376290367846 0.00780515569130677 24.2484192207262
"105" 5 2012 "Pailin" "Cambodia" 2007 "R539T" -1.01026170139905 -10.7789608568281 8.59516169873778 "2year" 2 99.9815035506871 0.00208328041742367 26.6928638499299
"106" 6 2013 "Pailin" "Cambodia" 2007 "R539T" -0.942411657599051 -12.7239783015615 10.5912797125787 "2year" 2 99.9974866397107 0.000297882604292202 28.041345649
"107" 7 2014 "Pailin" "Cambodia" 2007 "R539T" -0.736824146370421 -14.6253821272012 12.5678964792029 "2year" 2 99.9996517986924 4.44915005403411e-05 32.3699005515833
"108" 8 2015 "Pailin" "Cambodia" 2007 "R539T" -0.640284622770646 -17.2144226740948 14.5638960153906 "2year" 2 99.9999526870399 3.34095948418375e-06 34.5182202861683
"109" 9 2016 "Pailin" "Cambodia" 2007 "R539T" -0.524859562980353 -18.3132793986345 16.9460793603226 "2year" 2 99.9999956307064 1.11338100268191e-06 37.1716609248782
"110" 10 2017 "Pailin" "Cambodia" 2007 "R539T" -0.442349200711583 -20.1583132072073 19.2437852241755 "2year" 2 99.9999995609335 1.75936443609998e-07 39.1181344332006
"111" 11 2018 "Pailin" "Cambodia" 2007 "R539T" -0.22633215389664 -22.3927538259429 20.6302187558318 "2year" 2 99.9999998902487 1.88343474851455e-08 44.3657275274531
"112" 12 2019 "Pailin" "Cambodia" 2007 "R539T" -0.169691639192594 -23.8521192626266 23.0956348244477 "2year" 2 99.9999999906741 4.37679517018936e-09 45.7678596122647
"113" 13 2020 "Pailin" "Cambodia" 2007 "R539T" 0.0107063496673807 -26.2722907274995 25.3284432439682 "2year" 2 99.999999999 3.89124978851615e-10 50.2676561849946
"114" 14 2021 "Pailin" "Cambodia" 2007 "R539T" 0.0939044269826737 -28.835904951056 27.965291012793 "2year" 2 99.9999999999284 2.99726815218211e-11 52.3458870837424
"115" 15 2022 "Pailin" "Cambodia" 2007 "R539T" 0.246846234193066 -30.7047234602018 29.1576647253418 "2year" 2 99.9999999999783 4.62496055238889e-12 56.1400100030723
"116" 16 2023 "Pailin" "Cambodia" 2007 "R539T" 0.387303779059417 -32.6944530350037 31.7611446240181 "2year" 2 99.9999999999984 6.32381939267866e-13 59.5633470849472
"117" 0 2007 "Pursat" "Cambodia" 2007 "R539T" -2.219508176257 -7.71382828375534 3.32605934824816 "2year" 2 96.5312059901461 0.044640908629009 9.80122758077404
"118" 2 2009 "Pursat" "Cambodia" 2007 "R539T" -2.08613145353705 -7.76053015167234 3.99463057128063 "2year" 2 98.1918705532464 0.0426048958852011 11.0452096048608
"119" 3 2010 "Pursat" "Cambodia" 2007 "R539T" -2.04772179632956 -9.08584741332999 5.3039879623802 "2year" 2 99.5052868530133 0.0113244578770688 11.4282783569403
"120" 4 2011 "Pursat" "Cambodia" 2007 "R539T" -2.04863122382693 -10.8607605073623 6.45905576622448 "2year" 2 99.8436175436519 0.00191965553457481 11.4190761577038
"121" 5 2012 "Pursat" "Cambodia" 2007 "R539T" -1.9045958474869 -12.3937085698817 8.65130059207906 "2year" 2 99.9825131356772 0.000414456502547498 12.9589198817179
"122" 6 2013 "Pursat" "Cambodia" 2007 "R539T" -1.83206247869813 -14.4095927395832 10.8173056244233 "2year" 2 99.9979950887584 5.52068727735701e-05 13.7992756549167
"123" 7 2014 "Pursat" "Cambodia" 2007 "R539T" -1.70160928514807 -16.2354535691256 13.3648541924411 "2year" 2 99.9998430660553 8.8926677235545e-06 15.425520004961
"124" 8 2015 "Pursat" "Cambodia" 2007 "R539T" -1.66376805956246 -18.3688614314106 14.7171341440066 "2year" 2 99.999959409007 1.05318541683012e-06 15.9256828025494
"125" 9 2016 "Pursat" "Cambodia" 2007 "R539T" -1.59250915968955 -19.5840053007926 16.8277689304949 "2year" 2 99.9999950819517 3.12445707792079e-07 16.9031168546359
"126" 10 2017 "Pursat" "Cambodia" 2007 "R539T" -1.60159929093335 -22.1055447710768 19.2363405566509 "2year" 2 99.9999995576526 2.51005874841454e-08 16.775821057478
"127" 11 2018 "Pursat" "Cambodia" 2007 "R539T" -1.45243470419288 -23.915276827226 21.6228649440852 "2year" 2 99.9999999593267 4.10891579005587e-09 18.9627145456662
"128" 12 2019 "Pursat" "Cambodia" 2007 "R539T" -1.38398217407121 -26.166761134865 23.2401032808542 "2year" 2 99.9999999919286 4.3243419609855e-10 20.0370206558899
"129" 13 2020 "Pursat" "Cambodia" 2007 "R539T" -1.33976438088899 -28.4810218785962 25.6127664247488 "2year" 2 99.9999999992475 4.27414605973126e-11 20.7548808706575
"130" 14 2021 "Pursat" "Cambodia" 2007 "R539T" -1.2122137838208 -29.9826259077963 27.43819460437 "2year" 2 99.9999999998787 9.52162372987361e-12 22.9309581821728
"131" 15 2022 "Pursat" "Cambodia" 2007 "R539T" -1.1875767664378 -32.9303452219747 30.0308306490518 "2year" 2 99.9999999999909 4.99496883547041e-13 23.3692609270633
"132" 16 2023 "Pursat" "Cambodia" 2007 "R539T" -1.08236381360399 -34.5818771546977 31.6933040168691 "2year" 2 99.9999999999983 9.57814875981825e-14 25.3058947583054
"133" 0 2011 "Sisakhet" "Thailand" 2011 "R539T" -0.952644145713425 -6.85917245211372 4.00206928389629 "2year" 2 98.2050302759769 0.104868143117739 27.8353373941074
"134" 1 2012 "Sisakhet" "Thailand" 2011 "R539T" -0.0991071939636366 -6.0387392474785 5.07494827969575 "2year" 2 99.3787427579756 0.237889074783508 47.524346190571
"135" 2 2013 "Sisakhet" "Thailand" 2011 "R539T" 0.707197750633113 -6.33914342192668 7.61780027282004 "2year" 2 99.9508619496504 0.17627015435648 66.9781669730571
"136" 3 2014 "Sisakhet" "Thailand" 2011 "R539T" 1.44680620844807 -7.44720804790569 10.3441837154762 "2year" 2 99.996782162434 0.0582727468303571 80.9506419653315
"137" 4 2015 "Sisakhet" "Thailand" 2011 "R539T" 2.21818092167349 -8.67535509399718 13.8624025964962 "2year" 2 99.9999045810503 0.0170713162575221 90.187032447641
"138" 5 2016 "Sisakhet" "Thailand" 2011 "R539T" 3.06999906046255 -9.81893479203024 17.5075895939257 "2year" 2 99.9999975079862 0.00544085524631623 95.5638132580211
"139" 6 2017 "Sisakhet" "Thailand" 2011 "R539T" 3.91264841862302 -12.0263795727705 21.6393355702034 "2year" 2 99.9999999599912 0.000598421399339984 98.0404175804105
"140" 7 2018 "Sisakhet" "Thailand" 2011 "R539T" 4.71865622205519 -13.3313520519752 25.1488587758191 "2year" 2 99.9999999988033 0.000162280621668507 99.1151822532949
"141" 8 2019 "Sisakhet" "Thailand" 2011 "R539T" 5.53820561664459 -14.7341664264084 28.6576259932091 "2year" 2 99.9999999999642 3.99054904019849e-05 99.6081833558844
"142" 9 2020 "Sisakhet" "Thailand" 2011 "R539T" 6.31457792752457 -17.0349440985969 32.9699207160014 "2year" 2 99.9999999999995 3.99776959909881e-06 99.8193539767848
"143" 10 2021 "Sisakhet" "Thailand" 2011 "R539T" 7.12999565347668 -19.3411269266247 35.8228843220918 "2year" 2 100 3.9834126686952e-07 99.9199917776287
"144" 11 2022 "Sisakhet" "Thailand" 2011 "R539T" 8.00901703769766 -21.1128512595429 39.8844580387944 "2year" 2 100 6.77337624712868e-08 99.9667659141599
"145" 12 2023 "Sisakhet" "Thailand" 2011 "R539T" 8.82402925971143 -22.6451453793874 43.8563957545482 "2year" 2 100 1.46331666897033e-08 99.9852867409735
"146" 0 2011 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.967499355350176 -1.85904711137652 -0.0852279184734741 "2year" 2 47.8705908486536 13.4814157543406 27.5379214218835
"147" 1 2012 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.816115423451034 -1.67661434973901 0.0371348393814736 "2year" 2 50.9282643142342 15.7544305434343 30.6588869277898
"148" 2 2013 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.698128817058054 -1.5816552022638 0.197724508918021 "2year" 2 54.9270711926911 17.0561192736882 33.2227223660638
"149" 3 2014 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.563664486901619 -1.5361310476742 0.464806569340379 "2year" 2 61.4153806736874 17.709841063492 36.2699992864387
"150" 4 2015 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.437615619229624 -1.51817604142026 0.659671512850819 "2year" 2 65.918659451001 17.9730263624898 39.230926588675
"151" 5 2016 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.295943145443435 -1.5561108378588 0.925252493153051 "2year" 2 71.611112745968 17.4205424983566 42.6549513238959
"152" 6 2017 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.172570386492356 -1.55927570542461 1.20629251626702 "2year" 2 76.9642295217493 17.3750603142875 45.6964152961406
"153" 7 2018 "Preah Vihear" "Cambodia" 2011 "PfK13" -0.0399215671468595 -1.58553749671951 1.62521339238394 "2year" 2 83.5512865956788 17.0012666501858 49.0020933507486
"154" 8 2019 "Preah Vihear" "Cambodia" 2011 "PfK13" 0.100249164615626 -1.55355961273866 1.85115103999078 "2year" 2 86.4262191634609 17.4572743965974 52.5041322777094
