"country" "District" "year" "n" "Locus" "freq" "nobs" "min_year" "adj_year" "wt_med" "lrsmed"
"86" "Vietnam" "Binh Phuoc" 2011 122 "C580Y" 0.101606983457229 8 2010 1 10.8196721311475 -2.17949536258055
"87" "Vietnam" "Binh Phuoc" 2012 31 "C580Y" 0.0403598744593619 8 2010 2 0.967741935483871 -3.16872225999304
"88" "Vietnam" "Binh Phuoc" 2013 16 "C580Y" 0 8 2010 3 NA NA
"89" "Vietnam" "Binh Phuoc" 2014 8 "C580Y" 0.46031746031746 8 2010 4 2 -0.159064694629687
"90" "Vietnam" "Binh Phuoc" 2015 48 "C580Y" 0.774827973648565 8 2010 5 8.47916666666667 1.2357763635907
"91" "Vietnam" "Binh Phuoc" 2016 68 "C580Y" 0.875551836520803 8 2010 6 7.05882352941176 1.9509650862711
"92" "Vietnam" "Binh Phuoc" 2017 87 "C580Y" 0.894914186819691 8 2010 7 8.06896551724138 2.14195054827017
"93" "Vietnam" "Binh Phuoc" 2018 235 "C580Y" 0.94098536084105 8 2010 8 13.1659574468085 2.7691420479742
"94" "Vietnam" "Dak Lak" 2017 97 "C580Y" 0.95047726908999 2 2017 0 NA 2.95453247248242
"95" "Vietnam" "Dak Lak" 2018 15 "C580Y" 0.999018447018447 2 2017 1 NA 6.92539253049805
"96" "Vietnam" "Dak Nong" 2017 47 "C580Y" 0.956630689383653 2 2017 0 NA 3.09366535014498
"97" "Vietnam" "Dak Nong" 2018 26 "C580Y" 0.999413781852026 2 2017 1 NA 7.44123218145364
"98" "Vietnam" "Gia Lai" 2015 37 "C580Y" 0.592069719855942 4 2015 0 8.91891891891892 0.372528120174276
"99" "Vietnam" "Gia Lai" 2016 5 "C580Y" 0.75 4 2015 1 0.8 1.09861228866811
"100" "Vietnam" "Gia Lai" 2017 200 "C580Y" 0.599639179253073 4 2015 2 48 0.403961914039378
"101" "Vietnam" "Gia Lai" 2018 116 "C580Y" 0.834176890290869 4 2015 3 15.8879310344828 1.6155238625042
"102" "Vietnam" "Khanh Hoa" 2011 5 "C580Y" 0 2 2014 -3 NA NA
"103" "Vietnam" "Khanh Hoa" 2014 32 "C580Y" 0.224358974358974 2 2014 0 NA -1.24044248410733
"104" "Vietnam" "Khanh Hoa" 2017 22 "C580Y" 0.163593871721631 2 2014 3 NA -1.63172732994562
"105" "Vietnam" "Quang Tri" 2010 15 "C580Y" 0 1 2017 -7 NA NA
"106" "Vietnam" "Quang Tri" 2017 25 "C580Y" 0.313171929824561 1 2017 0 NA -0.785331662852174
"107" "Cambodia" "Battambang" 2008 25 "K13" 0.631348370927318 2 2008 0 NA 0.538005700132426
"108" "Cambodia" "Battambang" 2009 40 "K13" 0.774849397590361 2 2008 1 NA 1.23589916244336
"109" "Cambodia" "Pailin" 2007 3 "K13" 0.666374012291484 9 2007 0 0.666666666666667 0.691830524675198
"110" "Cambodia" "Pailin" 2008 34 "K13" 0.792451833787704 9 2007 1 5.55882352941177 1.33976828729153
"111" "Cambodia" "Pailin" 2009 16 "K13" 0.727932177178874 9 2007 2 3 0.984156496820011
"112" "Cambodia" "Pailin" 2010 10 "K13" 0.996643394199785 9 2007 3 0.475 5.69346274224935
"113" "Cambodia" "Pailin" 2011 50 "K13" 0.90691242474876 9 2007 4 4.5 2.27650517117192
"114" "Cambodia" "Pailin" 2012 41 "K13" 0.824167816533517 9 2007 5 5.80487804878049 1.54484413288145
"115" "Cambodia" "Pailin" 2015 47 "K13" 0.907932438263317 9 2007 8 3.65957446808511 2.28864729439712
"116" "Cambodia" "Pailin" 2016 58 "K13" 0.790381629230994 9 2007 9 9.51724137931035 1.32722730838903
"117" "Cambodia" "Pailin" 2017 26 "K13" 0.848307090949244 9 2007 10 3.38461538461539 1.72138456376628
"118" "Cambodia" "Preah Vihear" 2011 79 "K13" 0.258067615846614 6 2011 0 14.9367088607595 -1.05603648502688
"119" "Cambodia" "Preah Vihear" 2012 78 "K13" 0.281440781440781 6 2011 1 15.7948717948718 -0.937326064263628
"120" "Cambodia" "Preah Vihear" 2013 28 "K13" 0.464285714285714 6 2011 2 6.96428571428571 -0.143100843640673
"121" "Cambodia" "Preah Vihear" 2014 12 "K13" 0.833333333333333 6 2011 3 1.66666666666667 1.6094379124341
"122" "Cambodia" "Preah Vihear" 2015 4 "K13" 0.75 6 2011 4 0.75 1.09861228866811
"123" "Cambodia" "Preah Vihear" 2016 5 "K13" 0.993873462580375 6 2011 5 0.45 5.08898016510671
"124" "Cambodia" "Pursat" 2007 40 "K13" 0.420678255819183 11 2007 0 9.775 -0.319989709121767
"125" "Cambodia" "Pursat" 2009 25 "K13" 0.67387316690022 11 2007 2 5.44 0.725755549239705
"126" "Cambodia" "Pursat" 2010 152 "K13" 0.747713548364344 11 2007 3 28.5 1.0864547931132
"127" "Cambodia" "Pursat" 2011 110 "K13" 0.766111245234401 11 2007 4 19.8545454545455 1.1864817926301
"128" "Cambodia" "Pursat" 2012 85 "K13" 0.763223043920148 11 2007 5 15.2941176470588 1.17043172907139
"129" "Cambodia" "Pursat" 2013 67 "K13" 0.802550257059397 11 2007 6 10.4776119402985 1.4023103928268
"130" "Cambodia" "Pursat" 2014 37 "K13" 0.808025104105309 11 2007 7 5.67567567567568 1.43722851454501
"131" "Cambodia" "Pursat" 2015 20 "K13" 0.781006728778468 11 2007 8 3.2 1.27154276106736
"132" "Cambodia" "Pursat" 2016 92 "K13" 0.884424978058775 11 2007 9 9.68478260869565 2.03501783180913
"133" "Cambodia" "Pursat" 2017 36 "K13" 0.868935732856282 11 2007 10 4.30555555555556 1.89158137545924
"134" "Cambodia" "Pursat" 2018 3 "K13" 0.998717948717949 11 2007 11 0.416666666666667 6.65801104587075
"135" "Cambodia" "Ratanakiri" 2010 51 "K13" 0.0119988293824993 8 2010 0 0.980392156862745 -4.41087478901154
"136" "Cambodia" "Ratanakiri" 2011 93 "K13" 0.035405192761605 8 2010 1 2.90322580645161 -3.30484962672584
"137" "Cambodia" "Ratanakiri" 2012 44 "K13" 0.0454545454545455 8 2010 2 1.90909090909091 -3.04452243772342
"138" "Cambodia" "Ratanakiri" 2013 20 "K13" 0.05 8 2010 3 0.95 -2.94443897916644
"139" "Cambodia" "Ratanakiri" 2014 29 "K13" 0.140881430942283 8 2010 4 3.44827586206897 -1.80798832265028
"140" "Cambodia" "Ratanakiri" 2016 89 "K13" 0.693633704457577 8 2010 6 18.8089887640449 0.817162587471891
"141" "Cambodia" "Ratanakiri" 2017 80 "K13" 0.846708516668112 8 2010 7 10.2 1.70901527048894
"142" "Cambodia" "Ratanakiri" 2018 5 "K13" 0.479962039601929 8 2010 8 1.2 -0.0801947930645976
"143" "Cambodia" "Stueng Traeng" 2016 35 "K13" 0.857002111189303 2 2016 0 NA 1.79061051547015
"144" "Cambodia" "Stueng Traeng" 2017 21 "K13" 0.952380952380952 2 2016 1 NA 2.99573227355399
"145" "Laos" "Attapeu" 2011 59 "K13" 0.0169491525423729 4 2011 0 0.983050847457627 -4.06044301054642
"146" "Laos" "Attapeu" 2012 27 "K13" 0.037037037037037 4 2011 1 0.962962962962963 -3.25809653802148
"147" "Laos" "Attapeu" 2017 67 "K13" 0.359060402684564 4 2011 6 15.4029850746269 -0.579444593584724
"148" "Laos" "Attapeu" 2018 57 "K13" 0.718373746580427 4 2011 7 11.5087719298246 0.936409122616745
"149" "Laos" "Champasak" 2017 97 "K13" 0.79295757581728 2 2017 0 NA 1.34284600185584
"150" "Laos" "Champasak" 2018 118 "K13" 0.522401202469269 2 2017 1 NA 0.0896648354344543
"151" "Laos" "Salavan" 2017 102 "K13" 0.309479286536249 2 2017 0 NA -0.802554805859024
"152" "Laos" "Salavan" 2018 43 "K13" 0.278528934559221 2 2017 1 NA -0.951770325811833
"153" "Laos" "Savannakhet" 2010 45 "K13" 0 2 2017 -7 NA NA
"154" "Laos" "Savannakhet" 2017 261 "K13" 0.026531254920485 2 2017 0 NA -3.60254224960315
"155" "Laos" "Savannakhet" 2018 133 "K13" 0.127589180763976 2 2017 1 NA -1.92244485887767
"156" "Laos" "Sekong" 2015 7 "K13" 0.705102849686443 3 2015 0 1.42857142857143 0.871717025707166
"157" "Laos" "Sekong" 2016 4 "K13" 0 3 2015 1 NA NA
"158" "Laos" "Sekong" 2017 12 "K13" 0.73910394265233 3 2015 2 2.25 1.04131648388201
"159" "Laos" "Sekong" 2018 2 "K13" 0.5 3 2015 3 0.5 0
"160" "Myanmar" "Bago" 2011 12 "K13" 0.166666666666667 2 2011 0 NA -1.6094379124341
"161" "Myanmar" "Bago" 2012 81 "K13" 0.119739768099799 2 2011 1 NA -1.99489679302722
"162" "Myanmar" "Bago" 2013 1 "K13" 0 2 2011 2 NA NA
"163" "Myanmar" "Bago" 2015 11 "K13" 0 2 2011 4 NA NA
"164" "Myanmar" "Bago" 2016 16 "K13" 0 2 2011 5 NA NA
"165" "Myanmar" "Bago" 2017 3 "K13" 0 2 2011 6 NA NA
"166" "Myanmar" "Kachin" 2013 12 "K13" 0.797103587794725 2 2013 0 NA 1.36828907838434
"167" "Myanmar" "Kachin" 2014 16 "K13" 0.567832523014918 2 2013 1 NA 0.273013330073696
"168" "Myanmar" "Kayin" 2015 1 "K13" 0 2 2016 -1 NA NA
"169" "Myanmar" "Kayin" 2016 422 "K13" 0.201831990808232 2 2016 0 NA -1.37488349047324
"170" "Myanmar" "Kayin" 2017 272 "K13" 0.181731114217246 2 2016 1 NA -1.50466279357206
"171" "Myanmar" "Mandalay" 2012 3 "K13" 0 5 2013 -1 NA NA
"172" "Myanmar" "Mandalay" 2013 56 "K13" 0.286679621117204 5 2013 0 11.4285714285714 -0.911565369236061
"173" "Myanmar" "Mandalay" 2014 18 "K13" 0.277777777777778 5 2013 1 3.61111111111111 -0.955511445027436
"174" "Myanmar" "Mandalay" 2015 16 "K13" 0.123595900368288 5 2013 2 1.75 -1.95880990958711
"175" "Myanmar" "Mandalay" 2016 21 "K13" 0.0733510030814317 5 2013 3 1.80952380952381 -2.53631866999066
"176" "Myanmar" "Mandalay" 2017 6 "K13" 0.655772882588557 5 2013 4 1.33333333333333 0.644512848877423
"177" "Myanmar" "Rakhine" 2017 19 "K13" 0.0715579710144928 1 2017 0 NA -2.56300003910549
"178" "Myanmar" "Sagaing" 2012 75 "K13" 0.183411764705882 1 2012 0 NA -1.49340126628181
"179" "Myanmar" "Shan" 2011 22 "K13" 0.0454545454545455 2 2011 0 NA -3.04452243772342
"180" "Myanmar" "Shan" 2012 31 "K13" 0.161290322580645 2 2011 1 NA -1.64865862558738
"181" "Myanmar" "Tanintharyi" 2011 51 "K13" 0.383606489439548 1 2011 0 NA -0.474268315351989
"182" "Thailand" "Ranong" 2011 10 "K13" 0.886089206301972 2 2011 0 NA 2.05140199919868
"183" "Thailand" "Ranong" 2012 17 "K13" 0.153839792711836 2 2011 1 NA -1.70479695814225
"184" "Thailand" "Sisakhet" 2011 5 "K13" 1 6 2011 0 NA NA
"185" "Thailand" "Sisakhet" 2012 19 "K13" 0.942961716736145 6 2011 1 0.947368421052631 2.80530300590293
"186" "Thailand" "Sisakhet" 2013 4 "K13" 0.690677966101695 6 2011 2 0.75 0.803290759658371
"187" "Thailand" "Sisakhet" 2015 47 "K13" 0.994249763084385 6 2011 4 0.49468085106383 5.15274738912594
"188" "Thailand" "Sisakhet" 2016 11 "K13" 0.959154450617352 6 2011 5 0.477272727272727 3.15625425061048
"189" "Thailand" "Sisakhet" 2017 26 "K13" 0.945431032251921 6 2011 6 0.961538461538461 2.85217557737537
"190" "Thailand" "Tak" 2001 37 "K13" 0 12 2003 -2 NA NA
"191" "Thailand" "Tak" 2002 52 "K13" 0 12 2003 -1 NA NA
"192" "Thailand" "Tak" 2003 85 "K13" 0.0176323160843285 12 2003 0 0.988235294117647 -4.02023230226226
"193" "Thailand" "Tak" 2004 79 "K13" 0 12 2003 1 NA NA
"194" "Thailand" "Tak" 2005 50 "K13" 0.02 12 2003 2 0.98 -3.89182029811063
"195" "Thailand" "Tak" 2006 2 "K13" 0 12 2003 3 NA NA
"196" "Thailand" "Tak" 2007 29 "K13" 0.0241379310344828 12 2003 4 0.96551724137931 -3.69953674858792
"197" "Thailand" "Tak" 2008 308 "K13" 0.0437738950625549 12 2003 5 12.4512987012987 -3.08395675996391
"198" "Thailand" "Tak" 2009 16 "K13" 0 12 2003 6 NA NA
"199" "Thailand" "Tak" 2010 16 "K13" 0.0357142857142857 12 2003 7 0.9375 -3.29583686600433
"200" "Thailand" "Tak" 2011 54 "K13" 0.274248628790626 12 2003 8 10.8333333333333 -0.973172392980736
"201" "Thailand" "Tak" 2012 95 "K13" 0.437498960881911 12 2003 9 23.4315789473684 -0.25131865073013
"202" "Thailand" "Tak" 2013 115 "K13" 0.621818070961239 12 2003 10 26.9217391304348 0.497272185951268
"203" "Thailand" "Tak" 2014 7 "K13" 0.714285714285714 12 2003 11 1.42857142857143 0.916290731874155
"204" "Thailand" "Tak" 2015 10 "K13" 0.3 12 2003 12 2.1 -0.847297860387204
"205" "Thailand" "Tak" 2016 2 "K13" 0.5 12 2003 13 0.5 0
"206" "Thailand" "Tak" 2017 1 "K13" 1 12 2003 14 NA NA
"207" "Vietnam" "Binh Phuoc" 2005 12 "K13" 0.333333333333333 10 2005 0 2.66666666666667 -0.693147180559945
"208" "Vietnam" "Binh Phuoc" 2009 18 "K13" 0.172441191191191 10 2005 4 2.5 -1.56842391505891
"209" "Vietnam" "Binh Phuoc" 2010 97 "K13" 0.208391277875814 10 2005 5 15.8762886597938 -1.33464977581543
"210" "Vietnam" "Binh Phuoc" 2011 122 "K13" 0.322460504366126 10 2005 6 26.5327868852459 -0.742487185538918
"211" "Vietnam" "Binh Phuoc" 2012 31 "K13" 0.256476964883209 10 2005 7 5.93548387096774 -1.06436089236548
"212" "Vietnam" "Binh Phuoc" 2013 16 "K13" 0 10 2005 8 NA NA
"213" "Vietnam" "Binh Phuoc" 2014 8 "K13" 0.527777777777778 10 2005 9 2 0.111225635110224
"214" "Vietnam" "Binh Phuoc" 2015 48 "K13" 0.784210141413208 10 2005 10 7.91666666666667 1.29037196473236
"215" "Vietnam" "Binh Phuoc" 2016 68 "K13" 0.875551836520803 10 2005 11 7.05882352941176 1.9509650862711
"216" "Vietnam" "Binh Phuoc" 2017 87 "K13" 0.894914186819691 10 2005 12 8.06896551724138 2.14195054827017
"217" "Vietnam" "Binh Phuoc" 2018 235 "K13" 0.94098536084105 10 2005 13 13.1659574468085 2.7691420479742
"218" "Vietnam" "Dak Lak" 2017 97 "K13" 0.95047726908999 2 2017 0 NA 2.95453247248242
"219" "Vietnam" "Dak Lak" 2018 15 "K13" 0.999018447018447 2 2017 1 NA 6.92539253049805
"220" "Vietnam" "Dak Nong" 2017 47 "K13" 0.956630689383653 2 2017 0 NA 3.09366535014498
"221" "Vietnam" "Dak Nong" 2018 26 "K13" 0.999413781852026 2 2017 1 NA 7.44123218145364
"222" "Vietnam" "Gia Lai" 2015 37 "K13" 0.62689914795178 4 2015 0 8.7027027027027 0.518936915209813
"223" "Vietnam" "Gia Lai" 2016 5 "K13" 0.8 4 2015 1 0.8 1.38629436111989
"224" "Vietnam" "Gia Lai" 2017 200 "K13" 0.601640983356808 4 2015 2 48 0.412307243698694
"225" "Vietnam" "Gia Lai" 2018 116 "K13" 0.835606399857327 4 2015 3 15.8879310344828 1.62589413535761
"226" "Vietnam" "Khanh Hoa" 2011 5 "K13" 0 2 2014 -3 NA NA
"227" "Vietnam" "Khanh Hoa" 2014 32 "K13" 0.369791666666667 2 2014 0 NA -0.533110668555426
"228" "Vietnam" "Khanh Hoa" 2017 22 "K13" 0.535209235209235 2 2014 3 NA 0.141070428158392
"229" "Vietnam" "Ninh Thuan" 2003 10 "K13" 0 1 2012 -9 NA NA
"230" "Vietnam" "Ninh Thuan" 2005 6 "K13" 0 1 2012 -7 NA NA
"231" "Vietnam" "Ninh Thuan" 2006 7 "K13" 0 1 2012 -6 NA NA
"232" "Vietnam" "Ninh Thuan" 2007 7 "K13" 0 1 2012 -5 NA NA
"233" "Vietnam" "Ninh Thuan" 2012 46 "K13" 0.0217391304347826 1 2012 0 NA -3.80666248977032
"234" "Vietnam" "Ninh Thuan" 2014 1 "K13" 0 1 2012 2 NA NA
"235" "Vietnam" "Ninh Thuan" 2017 21 "K13" 0 1 2012 5 NA NA
"236" "Vietnam" "Ninh Thuan" 2018 1 "K13" 0 1 2012 6 NA NA
"237" "Vietnam" "Quang Nam" 2012 84 "K13" 0.757334743107769 2 2012 0 NA 1.13812240266747
"238" "Vietnam" "Quang Nam" 2013 6 "K13" 0.166666666666667 2 2012 1 NA -1.6094379124341
"239" "Vietnam" "Quang Tri" 2010 15 "K13" 0.0148148148148148 2 2010 0 NA -4.19720194766181
"240" "Vietnam" "Quang Tri" 2017 25 "K13" 0.313171929824561 2 2010 7 NA -0.785331662852174
"241" "Cambodia" "Battambang" 2008 25 "R539T" 0.245573723406438 1 2008 0 NA -1.12236036066645
"242" "Cambodia" "Battambang" 2009 40 "R539T" 0 1 2008 1 NA NA
"243" "Cambodia" "Pailin" 2007 3 "R539T" 0.499780605528741 6 2007 0 0.666666666666667 -0.000877577941358896
"244" "Cambodia" "Pailin" 2008 34 "R539T" 0.41295470250794 6 2007 1 8.23529411764706 -0.35176407685137
"245" "Cambodia" "Pailin" 2009 16 "R539T" 0.324614223082697 6 2007 2 3.4375 -0.73264657759451
"246" "Cambodia" "Pailin" 2010 10 "R539T" 0.96752403221616 6 2007 3 0.475 3.39423990109465
"247" "Cambodia" "Pailin" 2011 50 "R539T" 0.446863013119437 6 2007 4 12.32 -0.213353597424042
"248" "Cambodia" "Pailin" 2012 41 "R539T" 0.121815743735334 6 2007 5 4.39024390243902 -1.97534682485579
"249" "Cambodia" "Pailin" 2015 47 "R539T" 0 6 2007 8 NA NA
"250" "Cambodia" "Pailin" 2016 58 "R539T" 0 6 2007 9 NA NA
"251" "Cambodia" "Pailin" 2017 26 "R539T" 0 6 2007 10 NA NA
"252" "Cambodia" "Preah Vihear" 2011 79 "R539T" 0.0329964079204937 1 2011 0 NA -3.37780350546213
"253" "Cambodia" "Preah Vihear" 2012 78 "R539T" 0 1 2011 1 NA NA
"254" "Cambodia" "Preah Vihear" 2013 28 "R539T" 0 1 2011 2 NA NA
"255" "Cambodia" "Preah Vihear" 2014 12 "R539T" 0 1 2011 3 NA NA
"256" "Cambodia" "Preah Vihear" 2015 4 "R539T" 0 1 2011 4 NA NA
